user_id,subscription_date,plan_type,price
1078,2025-03-31,monthly,9.99
1079,2025-03-24,annual,99.99
1095,2025-03-07,monthly,9.99
1103,2025-02-02,monthly,9.99
1110,2025-02-22,annual,99.99
1113,2025-02-14,monthly,9.99
1114,2025-03-21,monthly,9.99
1122,2025-03-08,monthly,9.99
1128,2025-03-23,monthly,9.99
1133,2025-02-06,monthly,9.99
1143,2025-03-29,annual,99.99
1149,2025-03-25,monthly,9.99
1151,2025-03-20,annual,99.99
1162,2025-03-05,monthly,9.99
1163,2025-03-26,monthly,9.99
1167,2025-02-14,monthly,9.99
1175,2025-03-21,monthly,9.99
1183,2025-03-06,monthly,9.99
1187,2025-03-14,annual,99.99
1189,2025-02-04,monthly,9.99
1195,2025-01-14,monthly,9.99
1202,2025-03-26,monthly,9.99
1208,2025-01-09,monthly,9.99
1213,2025-02-27,monthly,9.99
1229,2025-03-12,annual,99.99
1230,2025-03-09,monthly,9.99
1253,2025-03-15,monthly,9.99
1255,2025-03-13,monthly,9.99
1256,2025-01-28,annual,99.99
1259,2025-03-22,monthly,9.99
1262,2025-02-05,monthly,9.99
1265,2025-03-04,monthly,9.99
1266,2025-02-03,monthly,9.99
1282,2025-02-05,monthly,9.99
1298,2025-01-24,monthly,9.99
1299,2025-02-23,monthly,9.99
1303,2025-03-02,monthly,9.99
1315,2025-03-05,monthly,9.99
1323,2025-01-10,monthly,9.99
1331,2025-01-23,monthly,9.99
1334,2025-01-28,monthly,9.99
1344,2025-03-02,monthly,9.99
1363,2025-02-23,monthly,9.99
1364,2025-03-29,monthly,9.99
1386,2025-03-16,monthly,9.99
1395,2025-03-10,annual,99.99
1400,2025-02-15,monthly,9.99
1423,2025-02-23,monthly,9.99
1428,2025-01-30,annual,99.99
1447,2025-01-20,monthly,9.99
1463,2025-03-22,annual,99.99
1464,2025-02-02,monthly,9.99
1471,2025-03-25,monthly,9.99
1475,2025-02-20,monthly,9.99
1476,2025-03-16,monthly,9.99
1485,2025-01-26,annual,99.99
1489,2025-02-05,monthly,9.99
1499,2025-02-20,monthly,9.99
1509,2025-03-15,monthly,9.99
1511,2025-02-26,monthly,9.99
1517,2025-02-19,monthly,9.99
1518,2025-03-03,monthly,9.99
1523,2025-02-09,monthly,9.99
1537,2025-02-12,monthly,9.99
1538,2025-03-18,annual,99.99
1544,2025-03-16,monthly,9.99
1546,2025-02-07,annual,99.99
1551,2025-03-28,monthly,9.99
1562,2025-01-27,monthly,9.99
1571,2025-03-06,annual,99.99
1578,2025-03-22,monthly,9.99
1588,2025-02-26,monthly,9.99
1598,2025-02-20,monthly,9.99
1603,2025-03-24,monthly,9.99
1612,2025-03-30,annual,99.99
1613,2025-03-15,monthly,9.99
1622,2025-03-03,monthly,9.99
1625,2025-03-12,monthly,9.99
1634,2025-02-25,monthly,9.99
1651,2025-03-07,monthly,9.99
1659,2025-01-20,annual,99.99
1671,2025-01-21,monthly,9.99
1674,2025-01-24,monthly,9.99
1684,2025-03-22,monthly,9.99
1685,2025-02-12,monthly,9.99
1692,2025-03-08,annual,99.99
1697,2025-02-12,monthly,9.99
1705,2025-03-01,annual,99.99
1706,2025-02-09,monthly,9.99
1707,2025-03-24,monthly,9.99
1715,2025-02-03,annual,99.99
1725,2025-03-29,monthly,9.99
1732,2025-01-27,monthly,9.99
1733,2025-03-01,monthly,9.99
1740,2025-03-03,monthly,9.99
1742,2025-03-09,monthly,9.99
1754,2025-02-08,monthly,9.99
1757,2025-03-15,monthly,9.99
1761,2025-02-11,monthly,9.99
1764,2025-03-06,monthly,9.99
1776,2025-02-27,monthly,9.99
1789,2025-01-14,annual,99.99
1799,2025-01-26,annual,99.99
1822,2025-02-18,monthly,9.99
1834,2025-03-14,monthly,9.99
1850,2025-03-08,monthly,9.99
1855,2025-03-10,monthly,9.99
1860,2025-02-05,monthly,9.99
1864,2025-03-05,monthly,9.99
1870,2025-03-14,monthly,9.99
1872,2025-02-06,monthly,9.99
1874,2025-03-09,annual,99.99
1877,2025-03-05,monthly,9.99
1879,2025-01-31,monthly,9.99
1887,2025-03-26,monthly,9.99
1897,2025-01-09,monthly,9.99
1905,2025-03-27,monthly,9.99
1906,2025-02-11,monthly,9.99
1913,2025-02-06,monthly,9.99
1914,2025-02-11,monthly,9.99
1917,2025-02-13,monthly,9.99
1929,2025-02-10,annual,99.99
1938,2025-02-22,monthly,9.99
1944,2025-03-31,monthly,9.99
1949,2025-02-06,monthly,9.99
1961,2025-03-09,monthly,9.99
1962,2025-01-17,annual,99.99
1963,2025-03-21,monthly,9.99
1968,2025-02-03,monthly,9.99
1969,2025-03-17,monthly,9.99
1970,2025-03-19,monthly,9.99
1973,2025-03-02,monthly,9.99
1980,2025-02-21,monthly,9.99
1988,2025-03-21,monthly,9.99
1993,2025-03-12,monthly,9.99
1997,2025-01-27,annual,99.99
1998,2025-03-15,monthly,9.99
2009,2025-03-19,monthly,9.99
2010,2025-03-20,annual,99.99
2012,2025-03-12,monthly,9.99
2029,2025-03-09,monthly,9.99
2061,2025-02-24,annual,99.99
2065,2025-03-21,monthly,9.99
2078,2025-03-20,monthly,9.99
2090,2025-03-24,monthly,9.99
2092,2025-01-24,monthly,9.99
2097,2025-03-21,monthly,9.99
2102,2025-03-31,monthly,9.99
2110,2025-03-12,monthly,9.99
2119,2025-03-29,annual,99.99
2129,2025-02-18,monthly,9.99
2132,2025-03-27,monthly,9.99
2134,2025-01-22,monthly,9.99
2135,2025-03-10,monthly,9.99
2137,2025-03-22,monthly,9.99
2153,2025-03-12,monthly,9.99
2159,2025-02-26,annual,99.99
2161,2025-03-21,annual,99.99
2172,2025-02-08,annual,99.99
2177,2025-02-15,monthly,9.99
2184,2025-02-25,monthly,9.99
2186,2025-03-04,monthly,9.99
2198,2025-01-21,monthly,9.99
2202,2025-02-24,monthly,9.99
2205,2025-02-10,monthly,9.99
2229,2025-03-14,monthly,9.99
2257,2025-03-27,monthly,9.99
2265,2025-01-13,monthly,9.99
2288,2025-02-09,monthly,9.99
2300,2025-03-18,annual,99.99
2301,2025-03-11,monthly,9.99
2303,2025-03-04,annual,99.99
2311,2025-02-23,annual,99.99
2325,2025-02-20,monthly,9.99
2352,2025-02-06,monthly,9.99
2365,2025-03-21,monthly,9.99
2372,2025-01-24,monthly,9.99
2381,2025-01-28,monthly,9.99
2388,2025-02-24,monthly,9.99
2403,2025-01-13,annual,99.99
2413,2025-03-03,monthly,9.99
2423,2025-03-24,annual,99.99
2430,2025-03-18,annual,99.99
2445,2025-03-05,monthly,9.99
2452,2025-02-25,annual,99.99
2478,2025-01-11,monthly,9.99
2489,2025-02-28,annual,99.99
2490,2025-03-04,monthly,9.99
2502,2025-03-29,monthly,9.99
2505,2025-02-20,monthly,9.99
2516,2025-01-23,annual,99.99
2521,2025-01-27,monthly,9.99
2524,2025-02-03,monthly,9.99
2525,2025-03-08,monthly,9.99
2540,2025-03-12,monthly,9.99
2547,2025-02-18,monthly,9.99
2556,2025-03-15,monthly,9.99
2567,2025-03-13,annual,99.99
2574,2025-03-25,monthly,9.99
2582,2025-03-27,annual,99.99
2594,2025-03-24,monthly,9.99
2599,2025-01-29,monthly,9.99
2607,2025-03-30,monthly,9.99
2623,2025-01-25,monthly,9.99
2624,2025-03-11,monthly,9.99
2640,2025-01-30,annual,99.99
2642,2025-03-18,monthly,9.99
2652,2025-03-26,monthly,9.99
2661,2025-03-23,monthly,9.99
2671,2025-03-30,annual,99.99
2687,2025-01-18,monthly,9.99
2695,2025-02-12,monthly,9.99
2696,2025-01-14,monthly,9.99
2698,2025-02-23,annual,99.99
2715,2025-01-17,monthly,9.99
2721,2025-03-23,annual,99.99
2724,2025-03-29,monthly,9.99
2740,2025-03-23,monthly,9.99
2741,2025-03-19,monthly,9.99
2743,2025-02-02,monthly,9.99
2745,2025-03-18,monthly,9.99
2755,2025-02-14,annual,99.99
2765,2025-03-31,monthly,9.99
2782,2025-03-03,monthly,9.99
2785,2025-03-12,monthly,9.99
2794,2025-03-23,monthly,9.99
2813,2025-02-14,annual,99.99
2814,2025-03-07,monthly,9.99
2819,2025-02-24,monthly,9.99
2826,2025-03-03,monthly,9.99
2828,2025-01-25,monthly,9.99
2842,2025-02-18,annual,99.99
2858,2025-03-03,monthly,9.99
2864,2025-02-04,monthly,9.99
2867,2025-03-31,annual,99.99
2872,2025-02-06,annual,99.99
2874,2025-02-27,monthly,9.99
2889,2025-02-28,monthly,9.99
2929,2025-03-20,monthly,9.99
2931,2025-02-12,monthly,9.99
2956,2025-03-20,monthly,9.99
2964,2025-03-29,monthly,9.99
2974,2025-01-22,monthly,9.99
2980,2025-01-29,monthly,9.99
2983,2025-03-09,monthly,9.99
2990,2025-03-28,monthly,9.99
3001,2025-01-21,monthly,9.99
3003,2025-01-07,monthly,9.99
3006,2025-03-21,monthly,9.99
3009,2025-03-25,monthly,9.99
3017,2025-02-08,monthly,9.99
3019,2025-01-16,annual,99.99
3020,2025-02-09,monthly,9.99
3027,2025-02-28,monthly,9.99
3044,2025-02-19,monthly,9.99
3050,2025-03-17,monthly,9.99
3055,2025-02-02,monthly,9.99
3072,2025-03-25,monthly,9.99
3086,2025-01-24,monthly,9.99
3087,2025-03-20,monthly,9.99
3104,2025-01-26,monthly,9.99
3121,2025-03-23,annual,99.99
3131,2025-03-11,monthly,9.99
3141,2025-03-26,monthly,9.99
3163,2025-01-19,monthly,9.99
3167,2025-02-08,monthly,9.99
3172,2025-03-23,annual,99.99
3173,2025-02-21,monthly,9.99
3187,2025-02-21,monthly,9.99
3190,2025-03-30,monthly,9.99
3207,2025-01-20,monthly,9.99
3232,2025-03-22,monthly,9.99
3237,2025-02-23,annual,99.99
3248,2025-03-27,monthly,9.99
3255,2025-01-24,monthly,9.99
3279,2025-02-18,monthly,9.99
3295,2025-03-10,monthly,9.99
3306,2025-01-25,monthly,9.99
3317,2025-02-17,monthly,9.99
3327,2025-02-10,monthly,9.99
3334,2025-02-25,monthly,9.99
3335,2025-01-21,monthly,9.99
3352,2025-03-29,annual,99.99
3361,2025-03-07,monthly,9.99
3382,2025-02-17,monthly,9.99
3388,2025-02-19,annual,99.99
3390,2025-03-21,monthly,9.99
3393,2025-02-02,monthly,9.99
3406,2025-02-13,monthly,9.99
3407,2025-03-01,monthly,9.99
3432,2025-03-28,monthly,9.99
3448,2025-03-25,monthly,9.99
3452,2025-03-15,annual,99.99
3466,2025-02-16,monthly,9.99
3474,2025-03-11,monthly,9.99
3478,2025-02-28,monthly,9.99
3481,2025-03-17,monthly,9.99
3488,2025-02-26,monthly,9.99
3496,2025-02-23,monthly,9.99
3504,2025-03-07,monthly,9.99
3513,2025-03-25,monthly,9.99
3517,2025-03-14,monthly,9.99
3520,2025-02-27,monthly,9.99
3530,2025-03-17,monthly,9.99
3532,2025-03-17,monthly,9.99
3539,2025-03-10,monthly,9.99
3545,2025-02-18,monthly,9.99
3549,2025-03-27,monthly,9.99
3560,2025-02-07,annual,99.99
3566,2025-02-07,annual,99.99
3579,2025-02-23,annual,99.99
3580,2025-03-03,monthly,9.99
3583,2025-02-14,monthly,9.99
3588,2025-03-10,monthly,9.99
3590,2025-02-24,monthly,9.99
3592,2025-02-17,monthly,9.99
3596,2025-03-06,monthly,9.99
3603,2025-02-03,monthly,9.99
3612,2025-03-24,monthly,9.99
3622,2025-03-04,monthly,9.99
3629,2025-02-24,monthly,9.99
3631,2025-03-14,monthly,9.99
3640,2025-03-24,annual,99.99
3648,2025-03-31,annual,99.99
3663,2025-03-05,annual,99.99
3664,2025-03-14,monthly,9.99
3666,2025-02-06,annual,99.99
3671,2025-01-22,annual,99.99
3678,2025-02-09,monthly,9.99
3679,2025-03-09,monthly,9.99
3680,2025-02-02,monthly,9.99
3681,2025-02-23,monthly,9.99
3682,2025-01-26,monthly,9.99
3695,2025-02-13,monthly,9.99
3700,2025-02-23,monthly,9.99
3705,2025-03-26,annual,99.99
3707,2025-03-23,annual,99.99
3709,2025-02-28,monthly,9.99
3721,2025-02-12,annual,99.99
3723,2025-02-02,annual,99.99
3730,2025-02-28,monthly,9.99
3746,2025-02-06,annual,99.99
3756,2025-03-01,monthly,9.99
3757,2025-01-23,monthly,9.99
3759,2025-03-28,annual,99.99
3764,2025-03-16,monthly,9.99
3770,2025-03-24,monthly,9.99
3783,2025-01-10,monthly,9.99
3787,2025-03-02,monthly,9.99
3788,2025-01-28,monthly,9.99
3805,2025-02-01,monthly,9.99
3816,2025-02-27,monthly,9.99
3842,2025-03-02,annual,99.99
3845,2025-03-31,monthly,9.99
3848,2025-03-29,monthly,9.99
3856,2025-03-27,monthly,9.99
3861,2025-03-14,monthly,9.99
3864,2025-02-27,monthly,9.99
3867,2025-03-16,monthly,9.99
3871,2025-01-25,monthly,9.99
3881,2025-02-13,monthly,9.99
3895,2025-03-19,monthly,9.99
3907,2025-03-05,monthly,9.99
3908,2025-03-18,monthly,9.99
3914,2025-01-06,monthly,9.99
3917,2025-03-21,monthly,9.99
3931,2025-01-29,monthly,9.99
3952,2025-03-07,annual,99.99
3957,2025-02-04,monthly,9.99
3964,2025-02-25,monthly,9.99
3979,2025-03-03,monthly,9.99
3984,2025-02-02,monthly,9.99
3994,2025-03-04,monthly,9.99
4005,2025-03-20,monthly,9.99
4007,2025-03-05,annual,99.99
4009,2025-03-27,monthly,9.99
4032,2025-03-11,monthly,9.99
4036,2025-02-25,monthly,9.99
4040,2025-01-17,monthly,9.99
4048,2025-02-06,monthly,9.99
4057,2025-03-21,monthly,9.99
4064,2025-01-19,monthly,9.99
4068,2025-03-21,monthly,9.99
4072,2025-02-09,annual,99.99
4089,2025-03-19,monthly,9.99
4101,2025-03-31,monthly,9.99
4107,2025-02-15,monthly,9.99
4107,2025-03-18,monthly,9.99
4108,2025-03-18,monthly,9.99
4113,2025-02-01,monthly,9.99
4123,2025-02-08,monthly,9.99
4128,2025-02-19,monthly,9.99
4143,2025-01-28,monthly,9.99
4161,2025-03-22,monthly,9.99
4165,2025-03-04,monthly,9.99
4169,2025-02-23,monthly,9.99
4176,2025-02-15,monthly,9.99
4183,2025-01-14,monthly,9.99
4185,2025-02-18,monthly,9.99
4192,2025-02-04,monthly,9.99
4195,2025-02-06,monthly,9.99
4215,2025-03-12,monthly,9.99
4230,2025-01-19,monthly,9.99
4235,2025-03-29,monthly,9.99
4242,2025-03-02,annual,99.99
4249,2025-03-03,monthly,9.99
4252,2025-03-06,monthly,9.99
4255,2025-03-31,monthly,9.99
4256,2025-02-11,monthly,9.99
4262,2025-03-27,monthly,9.99
4269,2025-03-22,monthly,9.99
4270,2025-01-08,monthly,9.99
4273,2025-03-30,monthly,9.99
4282,2025-02-13,monthly,9.99
4283,2025-03-10,monthly,9.99
4287,2025-02-19,monthly,9.99
4288,2025-03-24,monthly,9.99
4311,2025-01-28,monthly,9.99
4312,2025-02-04,monthly,9.99
4321,2025-02-12,monthly,9.99
4324,2025-01-29,monthly,9.99
4329,2025-03-16,annual,99.99
4348,2025-01-26,monthly,9.99
4352,2025-02-14,annual,99.99
4357,2025-03-20,annual,99.99
4358,2025-02-18,annual,99.99
4363,2025-03-26,monthly,9.99
4373,2025-02-20,monthly,9.99
4391,2025-01-12,monthly,9.99
4392,2025-03-26,annual,99.99
4397,2025-02-09,monthly,9.99
4399,2025-03-11,monthly,9.99
4405,2025-02-22,monthly,9.99
4406,2025-03-21,monthly,9.99
4409,2025-03-31,annual,99.99
4414,2025-01-12,monthly,9.99
4415,2025-02-03,annual,99.99
4448,2025-01-18,monthly,9.99
4452,2025-03-29,monthly,9.99
4461,2025-03-18,annual,99.99
4465,2025-03-15,monthly,9.99
4473,2025-01-26,monthly,9.99
4475,2025-03-28,monthly,9.99
4476,2025-03-27,monthly,9.99
4483,2025-02-21,monthly,9.99
4491,2025-03-22,monthly,9.99
4499,2025-02-21,monthly,9.99
4500,2025-01-17,monthly,9.99
4513,2025-01-12,monthly,9.99
4523,2025-03-27,monthly,9.99
4543,2025-03-01,monthly,9.99
4549,2025-03-09,monthly,9.99
4550,2025-03-28,monthly,9.99
4562,2025-03-29,monthly,9.99
4612,2025-01-20,monthly,9.99
4633,2025-01-10,monthly,9.99
4639,2025-03-18,monthly,9.99
4642,2025-03-07,monthly,9.99
4650,2025-02-04,monthly,9.99
4654,2025-03-19,annual,99.99
4671,2025-03-29,monthly,9.99
4681,2025-01-31,annual,99.99
4684,2025-02-06,monthly,9.99
4691,2025-03-25,annual,99.99
4709,2025-03-30,monthly,9.99
4710,2025-02-07,monthly,9.99
4717,2025-01-09,annual,99.99
4734,2025-03-24,annual,99.99
4736,2025-02-27,monthly,9.99
4740,2025-03-01,monthly,9.99
4745,2025-03-31,monthly,9.99
4748,2025-02-25,monthly,9.99
4756,2025-02-20,monthly,9.99
4759,2025-03-08,monthly,9.99
4773,2025-01-30,monthly,9.99
4785,2025-03-28,monthly,9.99
4796,2025-03-26,annual,99.99
4800,2025-01-14,monthly,9.99
4804,2025-02-02,monthly,9.99
4805,2025-02-26,annual,99.99
4812,2025-03-31,monthly,9.99
4827,2025-02-12,annual,99.99
4833,2025-03-24,annual,99.99
4843,2025-03-18,monthly,9.99
4846,2025-01-03,monthly,9.99
4848,2025-02-15,monthly,9.99
4855,2025-01-10,monthly,9.99
4858,2025-02-27,monthly,9.99
4867,2025-03-18,monthly,9.99
4869,2025-03-12,monthly,9.99
4870,2025-03-12,monthly,9.99
4878,2025-03-18,monthly,9.99
4883,2025-03-24,monthly,9.99
4885,2025-02-06,monthly,9.99
4889,2025-03-17,monthly,9.99
4902,2025-02-16,monthly,9.99
4905,2025-03-28,monthly,9.99
4909,2025-02-16,monthly,9.99
4915,2025-02-20,annual,99.99
4917,2025-01-29,annual,99.99
4921,2025-03-08,monthly,9.99
4925,2025-02-06,monthly,9.99
4927,2025-03-27,monthly,9.99
4977,2025-02-08,monthly,9.99
4978,2025-01-28,monthly,9.99
4992,2025-03-20,monthly,9.99
4998,2025-01-31,monthly,9.99
4999,2025-03-31,annual,99.99
5000,2025-03-06,annual,99.99
5003,2025-02-21,monthly,9.99
5009,2025-03-07,annual,99.99
5016,2025-02-06,monthly,9.99
5017,2025-02-14,annual,99.99
5023,2025-01-30,monthly,9.99
5037,2025-03-31,monthly,9.99
5043,2025-01-03,monthly,9.99
5044,2025-03-06,monthly,9.99
5052,2025-01-26,annual,99.99
5060,2025-02-21,monthly,9.99
5061,2025-02-23,monthly,9.99
5064,2025-02-03,monthly,9.99
5071,2025-03-07,monthly,9.99
5079,2025-02-12,monthly,9.99
5086,2025-02-27,monthly,9.99
5098,2025-01-17,monthly,9.99
5103,2025-02-23,annual,99.99
5104,2025-02-23,monthly,9.99
5105,2025-03-18,monthly,9.99
5108,2025-03-24,monthly,9.99
5116,2025-03-30,monthly,9.99
5124,2025-02-20,monthly,9.99
5129,2025-03-15,annual,99.99
5130,2025-01-10,monthly,9.99
5138,2025-03-18,monthly,9.99
5144,2025-03-26,annual,99.99
5145,2025-01-30,monthly,9.99
5151,2025-03-22,monthly,9.99
5157,2025-01-20,monthly,9.99
5160,2025-01-17,monthly,9.99
5168,2025-03-24,annual,99.99
5175,2025-02-05,monthly,9.99
5176,2025-02-03,annual,99.99
5180,2025-02-17,monthly,9.99
5188,2025-02-22,monthly,9.99
5194,2025-03-22,monthly,9.99
5205,2025-03-25,monthly,9.99
5223,2025-02-13,annual,99.99
5224,2025-03-30,monthly,9.99
5231,2025-02-22,monthly,9.99
5244,2025-02-25,monthly,9.99
5251,2025-03-13,annual,99.99
5264,2025-03-14,monthly,9.99
5266,2025-03-13,monthly,9.99
5279,2025-03-24,monthly,9.99
5286,2025-03-21,monthly,9.99
5289,2025-03-07,annual,99.99
5298,2025-01-27,monthly,9.99
5305,2025-03-04,monthly,9.99
5330,2025-03-09,monthly,9.99
5355,2025-03-05,annual,99.99
5359,2025-03-14,monthly,9.99
5364,2025-03-24,monthly,9.99
5366,2025-03-07,monthly,9.99
5375,2025-03-29,annual,99.99
5385,2025-03-04,monthly,9.99
5394,2025-03-09,monthly,9.99
5404,2025-03-04,monthly,9.99
5407,2025-02-09,monthly,9.99
5409,2025-02-10,monthly,9.99
5417,2025-03-25,monthly,9.99
5420,2025-02-22,monthly,9.99
5450,2025-02-08,monthly,9.99
5451,2025-02-15,monthly,9.99
5452,2025-02-10,monthly,9.99
5456,2025-02-07,monthly,9.99
5467,2025-01-22,monthly,9.99
5475,2025-03-04,monthly,9.99
5489,2025-03-21,monthly,9.99
5499,2025-03-19,monthly,9.99
5514,2025-01-25,monthly,9.99
5515,2025-02-07,annual,99.99
5519,2025-02-26,monthly,9.99
5523,2025-03-06,monthly,9.99
5537,2025-03-13,monthly,9.99
5547,2025-03-12,monthly,9.99
5551,2025-02-23,monthly,9.99
5559,2025-03-07,monthly,9.99
5560,2025-03-05,monthly,9.99
5561,2025-03-30,monthly,9.99
5573,2025-02-24,annual,99.99
5579,2025-02-25,monthly,9.99
5587,2025-02-22,annual,99.99
5592,2025-03-29,monthly,9.99
5596,2025-02-19,monthly,9.99
5609,2025-03-16,annual,99.99
5617,2025-03-17,monthly,9.99
5631,2025-02-27,monthly,9.99
5642,2025-03-18,monthly,9.99
5647,2025-03-02,annual,99.99
5655,2025-03-12,annual,99.99
5656,2025-02-02,annual,99.99
5664,2025-02-03,monthly,9.99
5668,2025-03-03,monthly,9.99
5670,2025-03-29,monthly,9.99
5673,2025-03-06,monthly,9.99
5677,2025-02-25,monthly,9.99
5679,2025-03-18,monthly,9.99
5681,2025-02-07,monthly,9.99
5691,2025-02-19,monthly,9.99
5692,2025-03-12,monthly,9.99
5700,2025-02-06,monthly,9.99
5703,2025-02-23,monthly,9.99
5712,2025-03-21,monthly,9.99
5715,2025-03-29,monthly,9.99
5719,2025-03-29,monthly,9.99
5722,2025-02-12,monthly,9.99
5733,2025-03-23,annual,99.99
5739,2025-01-12,annual,99.99
5741,2025-03-15,annual,99.99
5754,2025-03-25,monthly,9.99
5770,2025-03-31,annual,99.99
5772,2025-02-13,annual,99.99
5777,2025-02-08,annual,99.99
5778,2025-03-02,monthly,9.99
5798,2025-03-11,monthly,9.99
5807,2025-03-29,annual,99.99
5811,2025-03-02,monthly,9.99
5816,2025-03-25,monthly,9.99
5829,2025-01-02,monthly,9.99
5841,2025-02-19,monthly,9.99
5842,2025-03-02,monthly,9.99
5843,2025-02-25,monthly,9.99
5859,2025-03-03,monthly,9.99
5868,2025-01-14,monthly,9.99
5874,2025-03-04,monthly,9.99
5880,2025-02-23,monthly,9.99
5881,2025-03-21,monthly,9.99
5896,2025-01-31,monthly,9.99
